sectors,sector_budgets,sector_num_projects,name_project,type_project,budget_project,startday_project,enddate_project,area_project,region_project,status_project
 تجاري,1058790791316,902,برج نابرك – NAPRC Tower                  ,"فندقي, تجاري",,,,,"منطقة مكة المكرمة, جدة",المشاريع المقترحة
 تجاري,1058790791316,902,ابراج الصفوة – Safwa Towers                  ,"فندقي, تجاري, ديني/خيري",1000000000.0,01-03-2005,31-12-2009,"22,000 متر مربع","مكة المكرمة, منطقة مكة المكرمة",مكتمل
 تجاري,1058790791316,902,برج التوحيد – Tawhed Tower                  ,"فندقي, تجاري",,01-09-2015,,,"منطقة مكة المكرمة, جدة",تحت الإنشاء
 تجاري,1058790791316,902,كورتيارد باي ماريوت جدة – Courtyard Marriott Jeddah                  ,"فندقي, تجاري",,01-11-2012,31-12-2019,2650 مترمربع,"منطقة مكة المكرمة, جدة",تحت الإنشاء
 تجاري,1058790791316,902,المقر –  Headquarte                  ,تجاري,,,,3870 متر مربع,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,بلدية محافظة الدرعية – Addiriyah Municipality                  ,"تجاري, حكومي",,01-01-2011,19-11-2015,7000 متر مربع,"منطقة الرياض, الدرعية",مكتمل
 تجاري,1058790791316,902,مجمع فندقي ومعارض – Hotel & Exhibition Complex                  ,"فندقي, تجاري",,01-09-2014,,,"منطقة مكة المكرمة, جدة",تحت الإنشاء
 تجاري,1058790791316,902,الحوية بارك – Hawiya Park                  ,تجاري,,,,"80,000 متر مربع","منطقة مكة المكرمة, الطائف",معلن عنه
 تجاري,1058790791316,902,الحمراء – AL HAMRA                  ,"فندقي, تجاري",,,,"93,000 متر مربع","منطقة الرياض, الرياض",معلن عنه
 تجاري,1058790791316,902,مقر شركة إدارة وإنماء المشاريع – PMDC HQ                  ,تجاري,,01-04-2013,31-03-2016,,"منطقة مكة المكرمة, جدة",مكتمل
 تجاري,1058790791316,902,مستشفى الرازي – ALRAZI HOSPITAL                  ,"تجاري, صحي",60000000.0,01-03-2017,31-03-2019,8887 متر مربع,"المنطقة الشرقية, الأحساء",متأخر
 تجاري,1058790791316,902,مقر شركة مرافق – Marafiq Headquarters                  ,تجاري,152358644.0,01-01-2015,,"18,000 متر مربع","المنطقة الشرقية, الجبيل الصناعية",تحت الإنشاء
 تجاري,1058790791316,902,بزنس باي – Business Bay                  ,"فندقي, تجاري",,,,"180,000 م2","منطقة الرياض, الرياض",المشاريع المقترحة
 تجاري,1058790791316,902,مقر شركة عتاد – ATAD Office Building                  ,تجاري,,,,36.000 م2,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,برج السبيعي – Al Subaii Tower                  ,تجاري,,,,,"المنطقة الشرقية, الخبر",معلن عنه
 تجاري,1058790791316,902,ذا كوارتز – The Quartz                  ,تجاري,,01-01-2014,,,"منطقة مكة المكرمة, جدة",تحت الإنشاء
 تجاري,1058790791316,902,برج الياسمين – Yasmeen Tower                  ,تجاري,75000001.0,,,3000  متر مربع,"منطقة الرياض, الرياض",المشاريع المقترحة
 تجاري,1058790791316,902,الريفيرا بارك – Reveria Park                  ,تجاري,,01-12-2016,,5800  متر مربع,"المنطقة الشرقية, الخبر",تحت الإنشاء
 تجاري,1058790791316,902,قرية القصيبي – Gosaibi Village                  ,تجاري,100000000.0,01-03-2006,21-09-2008,"50,000 متر مربع","المنطقة الشرقية, الخبر",مكتمل
 تجاري,1058790791316,902,برج الزهراني – Zahrani Tower                  ,"فندقي, تجاري",,,,"2,867 متر مربع","المنطقة الشرقية, الدمام",معلن عنه
 تجاري,1058790791316,902,مجمع تجاري – Strip Mall                  ,تجاري,,,,,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,قلب الطائف – Taif Heart                  ,"فندقي, تجاري",200000000.0,,,,"منطقة مكة المكرمة, الطائف",مكتمل
 تجاري,1058790791316,902,مجمع الرياض للاستثمار – Riyadh Investment Park                  ,"البنية التحتية, تجاري, سكني, صناعي",,,,11 مليون متر مربع,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,مقر شركة سابك – Sabic Headquarter                  ,تجاري,,,,,"المنطقة الشرقية, الجبيل الصناعية",معلن عنه
 تجاري,1058790791316,902,النايفة – Al-Nayfah                  ,"تجاري, سكني",,01-01-2015,,119،324  متر مربع,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,برج الغزاوي – Ghazzawi Tower                  ,"تجاري, سكني",,,,"3,700 متر مربع","المنطقة الشرقية, الخبر",معلن عنه
 تجاري,1058790791316,902,قرية فيلاجيو – Villaggio Village                  ,تجاري,120000000.0,01-01-2017,31-03-2018,,"المنطقة الشرقية, الخبر",متأخر
 تجاري,1058790791316,902,مجمع الفرسان – Fursan Center                  ,"تجاري, سكني",,01-10-2013,,"468,000 متر مربع","المنطقة الشرقية, الدمام",تحت الإنشاء
 تجاري,1058790791316,902,مركز يو شيب – U Shape Center                  ,"فندقي, تجاري",,01-07-2009,31-10-2014,"10,000 متر مربع","منطقة مكة المكرمة, جدة",مكتمل
 تجاري,1058790791316,902,رد سي مول – Red Sea Mall                  ,"فندقي, تجاري",650000000.0,01-01-2005,05-03-2008,"183,000 متر مربع","منطقة مكة المكرمة, جدة",مكتمل
 تجاري,1058790791316,902,برج الزاهد التجاري – Zahid Commercial Tower                  ,تجاري,,,,,"منطقة مكة المكرمة, جدة",المشاريع المقترحة
 تجاري,1058790791316,902,داون تاون – Downtown                  ,تجاري,,,,9135 مترمربع,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,تطوير مطار حائل – Development of Hail Airport                  ,"البنية التحتية, تجاري",,,,14.500 مترمربع,"منطقة حائل, حائل",تحت الإنشاء
 تجاري,1058790791316,902,الواجهة البحرية بالحمراء – Hamra Waterfront                  ,"فندقي, تجاري, ترفيهي/سياحي",950000000.0,18-05-2014,01-01-2020,"332,000 متر مربع","منطقة مكة المكرمة, جدة",تحت الإنشاء
 تجاري,1058790791316,902,برج الوصيل – Waseel Tower                  ,تجاري,,01-01-2008,15-09-2010,"5,820 متر مربع","منطقة الرياض, الرياض",مكتمل
 تجاري,1058790791316,902,جدة داون تاون – Jeddah Downtown                  ,"فندقي, تجاري, حكومي, سكني",18000000000.0,31-03-2019,31-12-2029,"5,200,000 متر مربع","منطقة مكة المكرمة, جدة",معلن عنه
 تجاري,1058790791316,902,بانوراما جدة – Panorama Jeddah                  ,"فندقي, تجاري, سكني",,31-12-2017,31-12-2020,"160,000 متر مربع","منطقة مكة المكرمة, جدة",معلن عنه
 تجاري,1058790791316,902,مبنى الادارة المالية و الموارد البشرية للخطوط السعودي�...                  ,تجاري,,,,,"منطقة مكة المكرمة, جدة",المشاريع المقترحة
 تجاري,1058790791316,902,مقر منظمة المؤتمر الإسلامي – Organization of the Islamic Conference Hea...                  ,"تجاري, حكومي",,,,"40,000 متر مربع","منطقة مكة المكرمة, جدة",المشاريع المقترحة
 تجاري,1058790791316,902,بن سليمان للأعمال – Bin Suleiman Center                  ,تجاري,,01-07-2008,31-05-2010,,"منطقة مكة المكرمة, جدة",مكتمل
 تجاري,1058790791316,902,وقف الملك عبدالله لوالديه – King Abdullah Endowment for His Parents                  ,"فندقي, تجاري, ديني/خيري",2500000000.0,01-01-2003,31-12-2019,"21,000 متر مربع","منطقة المدينة المنورة, المدينة المنورة",متعثر
 تجاري,1058790791316,902,العزيزية جاليري – Azizia Gallery                  ,تجاري,,,,12.500 متر مربع,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,حمد سنتر – Hamad Center                  ,تجاري,,01-01-2007,31-07-2009,"4,715 متر مربع","منطقة مكة المكرمة, جدة",مكتمل
 تجاري,1058790791316,902,The Valley – ذا ڤالي                  ,تجاري,31500000.0,01-06-2016,01-04-2017,"10,000 متر مربع","المنطقة الشرقية, الأحساء",مكتمل
 تجاري,1058790791316,902,الربيع تراينجلز – AlRabeia Triangles                  ,تجاري,,,01-03-2018,3552,"منطقة الرياض, الرياض",متأخر
 تجاري,1058790791316,902,برج الهدى بلازا – Huda Plaza Tower                  ,"تجاري, سكني",,16-04-2005,,"3,500 متر مربع","منطقة مكة المكرمة, جدة",ملغي
 تجاري,1058790791316,902,حدائق الأندلسية – Andalusia Gardens                  ,"فندقي, تجاري, سكني",,01-02-2008,,"47,068 متر مربع","منطقة مكة المكرمة, جدة",ملغي
 تجاري,1058790791316,902,دكان أفنيو – Dekan Avenu                  ,تجاري,,,,13700 متر مربع,"المنطقة الشرقية, الأحساء",معلن عنه
 تجاري,1058790791316,902,أبراج رصد – Rusd Towers                  ,"فندقي, تجاري",,03-04-2015,,"4,300 متر مربع","منطقة مكة المكرمة, جدة",تحت الإنشاء
 تجاري,1058790791316,902,برج الخيال –  AlKhayyal Tower                  ,تجاري,,01-10-2014,31-03-2017,"4,971 متر مربع","منطقة مكة المكرمة, جدة",مكتمل
 تجاري,1058790791316,902,مقر شركة الطيار – Al Tayyar Headquarters                  ,تجاري,,,,10232 مترمربع,"منطقة الرياض, الرياض",تحت الإنشاء
 تجاري,1058790791316,902,برج البرغش – Al Barghash Tower                  ,تجاري,,01-07-2017,,,"المنطقة الشرقية, الخبر",تحت الإنشاء
 تجاري,1058790791316,902,مركز الوليد التجاري – Al Waleed Commercial Center                  ,تجاري,,01-10-2015,,,"المنطقة الشرقية, الخبر",تحت الإنشاء
 تجاري,1058790791316,902,مطل – Mattal                  ,تجاري,,,,"4,900 متر مربع","المنطقة الشرقية, الخبر",معلن عنه
 تجاري,1058790791316,902,مركز البيلسان للمعارض –  BAY X                  ,تجاري,,01-08-2017,16-02-2018,"5,400 متر مربع","منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",مكتمل
 تجاري,1058790791316,902,فنادق تلال النسيم – AL NASSIM HOTEL                  ,"فندقي, تجاري",,,,9.500 مترمربع,,معلن عنه
 تجاري,1058790791316,902,برج الأندلس كراون – Al Andalus Crown Tower                  ,تجاري,,30-09-2012,31-10-2015,,"منطقة مكة المكرمة, جدة",مكتمل
